,score_train,score_test
O,0.07681766499031006,-0.045746629718920184
ODFL,0.054513279258312286,-0.024767913661924768
OKE,0.07096750751216063,-0.09776622400987423
OMC,0.06207961017965524,-0.1170997900979216
ON,0.06997196163340091,-0.04027479137894052
ORCL,0.05636140809679946,-0.008218262665229847
ORLY,0.06542049500992841,-0.015811916708300844
OXY,0.06662533150349148,-0.10733997011218
PARA,0.08149575697576794,-0.039996724991561816
PAYX,0.07248720479236548,-0.06998552697679239
PCAR,0.058146788994105636,-0.07548698831384693
PCG,0.06407847301666714,-0.4083795841749862
PEG,0.07113061435458456,-0.028052803176591645
PEP,0.06449701667449104,-0.007563535728978721
PFE,0.06960303938923496,-0.048068084325518345
PFG,0.07036971353875399,-0.042657638900133854
PG,0.06920728042536117,-0.06881081014512791
PGR,0.0723852715279093,-0.03738361317543104
PH,0.04785111102963113,-0.034233170133845414
PHM,0.065893024776431,-0.05215407145708606
PKG,0.06652983884144825,-0.04494729322688462
PLD,0.06688143429935411,-0.011914040631917588
PM,0.06349198627366748,-0.1390660460618156
PNC,0.061487396855219756,-0.04887424371189031
PNR,0.070120206386726,-0.0480326857268536
PNW,0.07001693104352125,-0.02216653659739376
PODD,0.06293657718220924,-0.08609810540592888
POOL,0.06253137444699552,-0.03123043933299008
PPG,0.049104334828179996,-0.01826249558354842
PPL,0.05227495700859419,-0.023961075300917622
PRU,0.060082035934676314,-0.06479864838275629
PSA,0.06615121633194299,-0.03292857084012768
PTC,0.06221029121613608,-0.12289048544707692
PWR,0.06427041101460862,-0.026200356694957128
PXD,0.056788559169182684,-0.06997140714000971
QCOM,0.06022008798640166,-0.027846830281775148
RCL,0.05109325898599193,-0.10678578293044061
REG,0.05956228763318905,-0.03090087501699701
REGN,0.05451676426529162,-0.10130499432403495
RF,0.05598846815373182,-0.01162784826611074
RHI,0.04758896526306877,-0.09327056441332826
RJF,0.07105335179760819,-0.049533327132128546
RL,0.07627553205313964,0.027246089490693515
RMD,0.05004090206681622,-4.1433874254259706e-05
ROK,0.054906288629086863,-0.07652530560816873
ROL,0.05568698253937532,-0.03168601140430116
ROP,0.05759840420577356,-0.0803451824592083
ROST,0.07488567260084655,-0.15430734172268457
RSG,0.07911209689230692,-0.03728253364571876
RTX,0.06845342821079614,0.006447232906322764
RVTY,0.05122153849203159,-0.026388479861960246
SBAC,0.051715892251810724,-0.024698158616400567
SBUX,0.07020179096214696,-0.051263982820850096
SCHW,0.050250085731737615,-0.02413787939874501
SHW,0.07227099530547731,0.005007361816811606
SJM,0.07372093908767574,-0.10741591140776596
SLB,0.06749604025609357,-0.03592232220816838
SMCI,0.06239286685765277,-0.02566571488393632
SNA,0.04086326554282904,-0.04552013024116852
SNPS,0.06166185123733492,-0.017798156732655945
SO,0.06413924859723452,-0.030852352079390633
SPG,0.0428094219430758,-0.06231046736448076
SPGI,0.05566321825112752,-0.04371285248703183
SRE,0.05418102298795768,-0.0489831223768773
STE,0.07181916552988188,-0.028029412615651728
STLD,0.07546263899204286,-0.03459244785138682
STT,0.06061598188605766,-0.06937798469747136
STX,0.06352068128064892,-0.10024927542981854
STZ,0.06635074233876315,-0.12047128184007994
SWK,0.06652192070659713,-0.03623647294861576
SWKS,0.049475806328265426,-0.060078629463998334
SYK,0.055497141830955554,-0.037693873516863485
SYY,0.07627728729117522,-0.11699869640708305
T,0.03790885563563029,-0.024406174719994178
TAP,0.0697778576708794,-0.15521948955314468
TDG,0.07063697890385578,-0.03965423575900151
TDY,0.05548022112758633,-0.02888598893315053
TECH,0.07127237844368828,-0.046008143301350835
TEL,0.057724450743788736,-0.04057916137982098
TER,0.07093316435420782,-0.03877382744011415
TFC,0.05965138959054139,-0.011701426386119707
TFX,0.049833631642899,-0.03504531886963247
TGT,0.05902307624586478,0.0028789086038814027
TJX,0.0588277460154476,-0.07967743525697135
TMO,0.06847235784785421,-0.04831742833401864
